1f ff 19 ff 04 fe 17 f0 1a ff b6 00 15 ff fb 00 
1f ff 19 fe ff fe 02 f0 0c ff be 00 16 ff fa 00 
1f 9f 2f fe ee fd fc ef fb ff c6 00 16 ff fb 00 
1f 6a 86 fe f5 fe 07 ef f3 ff c4 00 18 ff fb 00 
1f e8 27 fe fc fe 02 ef fe ff cb 00 1e ff fb 00 
1f 51 7c fe f9 fd f0 ef e7 ff c7 00 1b ff f8 00 
1f c5 c3 fe f2 fe 14 f0 02 ff c7 00 1b ff f6 00 
1f 09 91 fe cf fd f9 f0 0e ff b0 00 10 ff e3 00 
1f 24 67 fe c4 fe 1b ef e2 ff a9 00 23 ff d2 00 
1f 3f 08 fe cf fe 30 ef f8 ff d0 00 41 ff 89 00 
1e dd 64 ff 29 fd fd ef d4 ff c2 00 30 ff 45 00 
1f 60 7c ff 1b fd bf ef ed ff b0 00 1b ff 3d 00 
1f 56 7c ff 4e fd f9 f0 08 ff a0 00 09 ff 70 00 
1f ff 19 fe de fd fc ef f8 ff 98 00 00 ff ca 00 
1f c0 0c ff 03 fe 05 f0 00 ff a8 00 0e ff f1 00 
1f db 77 ff 03 fd f2 f0 11 ff be 00 1a ff fb 00 
1f ff 19 fe fa fd e9 ef d4 ff ab 00 12 ff fe 00 
1f d9 b0 fe ec fe 05 f0 13 ff af 00 17 ff fd 00 
1f 88 e7 fe fe fd fd ef f4 ff ae 00 15 ff ff 00 
1f dc 13 ff 0b fe 00 f0 0f ff b3 00 1a ff fe 00 
1f ff 19 fe fa fe 00 ef d1 ff b3 00 1b ff ff 00 
1f ff 19 fe f6 fe 04 f0 07 ff af 00 20 ff fe 00 
1f ff 19 fe fd fe 09 ef f9 ff b3 00 27 00 01 00 
1f ff 19 ff 05 fe 0c f0 08 ff b2 00 27 ff fd 00 
1f ff 19 ff 0f fd f9 ef f9 ff b6 00 28 ff fe 00 
1f ff 19 fe eb fe 0d f0 08 ff d0 00 37 ff f9 00 
1f ff 19 ff 05 fd f7 f0 09 ff dd 00 38 ff f6 00 
1f ff 19 ff 12 fe 00 ef dc ff cf 00 2d ff f8 00 
1f ff 19 fe fb fe 08 ef f8 ff c4 00 1d ff fb 00 
1f ff 19 fe f6 fd ed f0 04 ff c4 00 1c ff f9 00 
1f ff 19 fe fc fd f3 ef fd ff c7 00 21 ff f8 00 
1f ff 19 fe f1 fd f9 ef fc ff c9 00 27 ff f7 00 
1f ff 19 fe 9c fd f4 f0 12 ff ca 00 2a ff dc 00 
1f ff 19 fe be fe 17 ef e4 ff b0 00 17 ff 66 00 
1f ff 19 fe aa fd fa f0 0b ff cb 00 28 fe d9 00 
1f ff 19 fe fc fd f7 f0 0e ff e5 00 39 fe 43 00 
1f ff 19 ff 2b fd f9 ef e5 ff fb 00 50 fd ef 00 
1f ff 19 ff 1f fd eb f0 16 00 02 00 4d fd ec 00 
1f ff 19 ff 41 fd f6 f0 00 ff e1 00 2c fe 0e 00 
1f ff 19 ff 2f fd fb f0 1a ff b6 00 0e fe 41 00 
1f ff 19 ff 2d fd e7 ef db ff a1 00 00 fe 83 00 
1f ff 19 ff 1f fe 07 ef e0 ff 99 ff ff fe af 00 
1f ff 19 ff 60 fe 04 ef ca ff b3 00 11 fe fc 00 
1f ff 19 ff 36 fd fe f0 10 ff d8 00 2a ff 65 00 
1f ff 19 ff 2d fd e6 f0 01 ff c7 00 21 ff b9 00 
1f ff 19 ff 01 fe 00 ef e4 ff b7 00 14 ff e5 00 
1f ff 19 ff 04 fd ec ef fc ff bb 00 16 ff f5 00 
1f ff 19 ff 1c fd f3 f0 07 ff be 00 20 ff f8 00 
1f ff 19 ff 0d fd ee ef ee ff ba 00 1c ff fa 00 
1f ff 19 ff 08 fd ed f0 08 ff b8 00 1c ff fd 00 
1f ff 19 ff 08 fd e6 ef db ff ba 00 1c ff fd 00 
1f ff 19 ff 22 fd fd f0 01 ff c1 00 22 ff fa 00 
